Sentiment,
positive,Battleground Karnataka- Neerja Chowdhury Psychological Demoralisation Of Congress Cadre Will Be An Issue For Rahul Gandhi
positive,said in her debate with that the AUMF was one of the worst bills Congress could w $NUMBER$
positive, DPCC President Shri. addresses the Media after Delhi Congress Massive Workers Candle March against CCTV Scam Of  c
negative,The credit will go to if Congress party wins the election Karnataka CM
positive, Many Congratulations to Keshav Chand Yadav Ji and Sriniwas BV Ji for being President an
negative, If so then it's a challenge... Let Cong declare RG as YOUR PM candidate for Lok Sabha and then see the real differenp?
positive,'Congress' Sharif moment?' BJP on cases against P Chidambaram's family
positive, Rahul - I am proud of you. This is the treatment Indian nationals deserv s
negative, PM lists five facets of Congress government in last five years in Karnataka
positive,Congress were not aliens. They were born in Hindu families onlhi
negative, Wow..Defence Minister thinks Rahul Gandhi is Prime Minister of India and asks him to investigate the wealth of P Chidambaram.?
positive,"Speaking at the Global Spine Congress, in Singapore, June"
positive, Scott Pruitt has ignored the calls for him to resignso we need Congress to take action to !
negative, The reason behind them is THE WALL .... THE GREAT RAHUL DRAVID
positive, Congress investigate Boston Scientific and FDA
positive, McCAIN (the Viet Cong Colaberator) NEARLY SUNK AN AIRCRAFT CARRIER &amp; KILLED SAILORS.  a
positive,Emerhor attributes peaceful Delta APC LG congress to unitylist D d
positive,nothing will change without a NEW congress....vote
positive," Sir, in that case, Why Sardar Patel wasn't elected Congress President, who was to follow to become PM, as co"
positive, Rahul Gandhi offers a clear-eyed perspective.
positive, Rawtx Another Lightning Network-enabled Wallet for BY Rahul Nambiampurath
positive, Bernie Sanders has been in Congress for decades &amp; has ZERO accomplishments. He is a serial whiner and never provides fn?
positive, When is this play releasing? And most importantly who is playing Rahul Gandhi? Would love to take the autograph of the pers
positive,India not safe in BJP's hands as nation cannot be 'built on divides' Shashi Tharoor - The Indian Eress
positive,Emerhor attributes peaceful Delta APC LG congress to unitylist
negative, The Koch brothers are spending millions to promote the tax bill ahead of the midterms. Here are the members of Congrell
positive,Congress. Minorities voted in % and all consolidated in favor of Congress. Means
positive,Battleground Karnataka- Neerja Chowdhury BJP Win Will Cement Perception Of Moving To a 'congress-Mukt Bharat'
negative,"youre right, it matters to us. unfortunately, it doesnt matter to congress. theyre hypocrisy smells god"
positive,Battleground Karnataka- Neerja Chowdhury Karnataka Loss Would Be a Huge Setback For Congress
negative, Congress Party has touched the lives and minds of millions of young people in the length and breadth of the country for deca
positive," You probably found a more profitable work tweeting against Modi. Else, you won't be"
positive, Ready for battle - today's editorial piece by on Rahul.
positive, Daniel Meuser is quite possibly the biggest RINO to ever run for Congress in Ps.
negative,Modi government is pro-Hindu government. They have strong reve
positive,Low minority turnout to hurt Congress in Karnataka  A senior Congress leaderia
positive, Everyone's prestige is at stake accept Rahul Gandhi.
negative,Congress introduces bill to block government encryption backdoors
positive,Why should the funds for the wall come from Congress?
positive, McCAIN (the Viet Cong Colaberator) NEARLY SUNK AN AIRCRAFT CARRIER &amp; KILLED SAILORS. 0)
positive," I have never seen the committed Congress , which was seen in . The way Congress fought"
positive, Congress Party and IYC is the synonyms of
positive," . ""We'd love for Congress to actually show up, do their jobs."""
positive,"We predict that congress will come in to power with absolute majoritye"""
positive,"What Ajimobi told winners of Oyo LG elections, APCcongress"
positive, SHOULD MEDICALLY IMPAIRED MEMBERS OF CONGRESS BE FORCED TO RETIRE? BENEDICT MCSHAME WORKING FOR THE DEMENY? ENOUGH IS EN
positive," BJP controls ACB, CBI, Police and all investigative agencies one can think of!o."
positive, Mick Mulvaney called on Congress to curb its eenses. Maybe he should have that same conversation with Scott Pruitt.
positive,Will JD(s) tie up with congress whom they criticised for corruption? Will BJP tie up with J
positive,You do know Congress only works about days per year. An ordinary
positive," Nawaz Sharif moment for Congress, says Defence Minister Nirmala Sitharaman D"
positive,Bhandara-Gondia bypolls MP Nana Patole abused Modi &amp; left BJP. Pappu inducted him in Con-party. Now Patole is deni
positive,Every single one of your tweets is archived by The Library of Congress.
negative," Liar-in-Chief, Congress Govt always blamed only Pak for /11. Never ever did it blame RSS - though RSS has been responsible f"
positive, Great. Modi thatha is popular Mong kids takers for Buffoon pappu.
negative,Is kompromat considered real factor with regards to particular members of Congress?
positive,Emerhor Attributes Peaceful Delta APC LG Congress to Unity List
positive, HAMAS is running for Congress!if
negative,Many Many thanks Karnataka. You made a history today by rejecting
positive,Battleground Karnataka- Neerja Chowdhury Congress Well Placed In Rajasthan Due To Anger Against CM
positive,Congress (Plus / Minus ) Seats
positive, With Chief Organiser All India Congress Sevadal &amp; Our Idol Shri Ji Si s
positive, Sharing few highlights from the nomination filing of Congress Party candidate Sh.Hardev Singh Laddi for the by-
positive," Ever wonder why ""We Don't Say His Name"" gushed praises for Huma...While smearing those in Congress that daredia"
positive, Shri. Keshav Chand Yadav Ji appointed as the National President of Indian Youth Congress and Shri. Srinivas B. V. Ji as N).
positive, That said Devin has more going on than anyone in Congress. Hope we can count on you to seol
positive, What I hate is that most journalists even Rajdeep - subtly celebrate BJP more than any party.
positive, Get your very own limited edition Science Mayday poster by comic artist &amp; help send me to Congress! Wi $
positive, Heartiest congratulations to Shri. Ji on being appointed as the National President of Indian Youth Congr
negative," The Congress party's president who is also out on bail on a financial matter, he should certainly comment and tell people of India"
positive,With Chief Organiser All India Congress Sevadal &amp; Our Idol Shri Ji Sir.
positive," Make your voice heard call your reps in Congress TODAY &amp; ask them to support the Endangered Species Act, by opposing anti"
positive,"Baby boomers have destroyed the housing market, they've voted for oil wars in congress, they've inflated college ed"
positive, Meatballs are usually had with spaghetti. Here the meatballs (Congress) are rancid &amp; the spaghetti (Media) is a coagula
positive, Bhandara-Gondia bypolls MP Nana Patole abused Modi &amp; left BJP. Pappu inducted him in Con-party. Now Patole is denied Con-par
positive,"Before the counting day, my th sense tells me, BJP will get a comfortable majority on its own and will not have to"
positive, Will the movement carry women candidates into Congress?
positive,Dump CONgress immediately. Thats what Kannidagas have done.
