Sentiment,
negative,First a defulting firm buys land near ammuntion depot and starts construction. When objected by Army the BJP leader
negative,BJP  $NUMBER$
negative, BJP workers reportedly thrash for not voting for the party in Yavgal village of district after confining th
positive,Four years of Modi government per centof people say they are satisfied via
negative,Not bio its bjp
negative,PM Modi had addressed an Election Meeting in Remote Town of in and promised Lollipops to the D
positive," Ok. Now BJP has bagged rd state Karnataka too, What is next ? Can we eect Repealing of RTE, NGT &amp; passing ACB, UCC &amp;"
negative, India has often flouted Kashmiri concerns. This trend has grown harsher since the BJP took power
negative,BJP ticket in the offing...
negative,Or do u fear voice of public whispering modi modi
negative," Siddaramaiah says this will be his last election, OK if Congress picks Dalit CM"
negative,Good job Geet ji we all should keep on eing the lies of this BJP Government
negative, Pressmeet on BJP and YSRCP conspiracy politics in AP. $NUMBER$
positive, She's got no confidence in modi and his cronies in govt
negative," Can't trust Amit Shah and Modi. They are capable of stooping to tempering as well. After all, even Yashwant Sinha has als"
negative,Sitaram Yechury compares PM Modi with 'Duryodhan' - Times of India
negative,"Even Modi can't buy an inch ,"
negative,"Hon'bleSir, You have destroyed our faith&amp;trust that BJP is an honest par"
negative,"To provide house to all that peoples ,who are economically weak and deprived , Prime Minister Shree Narendra Modi j"
positive, I can't stand Modi. But this tweet of yours targets the poor mother. I wish you delete it. It's easy to go overboard on
negative,Time to poll and ask if Modi should be held responsible and made to resign ..
negative, Tarakote Marg to Vaishno Devi shrine opened to pilgrims; Narendra Modi to inaugurate alternate route on May - First
positive,I liked a video Your Morning Fix Five exit polls show BJP as the single largest party in a hung
negative,Wat a soft idiot ur false priya warrior profile handler congi bootlicker modi has done tr
positive,Hii modiji Good morning hv a great day lv u
negative,"Mr.Shashi tharoor,our country only safe and develop only Next year Modi Leadership So Don""t worry"
positive, Real king of india is narendra modi
negative," Criminals together running the government, soo yuvraj of BJP will be protected by AM too PM"
negative, Modi ji Temple Event on poll eve
negative," All day Campaigning for BJP as Modi being face, channel suddenly changed the face of BJP after exit polls data. Kyo Bhai? ht"
negative,M = Modiji
negative, BJP leader accusing Army because it protested illegally acquired land just cements the say
negative," For all followers of a blast from recent past Imran Khan, Modi hail improvement in Indo-Pak ties https://"
negative,". Modi visit successful, says Nepals PM Oli"
negative,Italian Meatballs.... RaGa claims his Mom was abused by Modi...LIAR... Sonia is the MOST ABUSIVE woman in Indian po
negative, My prediction for Karnataka BJP
negative,Congress
negative, PM Narendra Modi gives Rs billion to develop Sitas birthplace $NUMBER$
negative," | Poll of exit polls show BJP leading in Karnataka with seats, Congress , JDS"
negative,Is there any chance in the near future that modi government is going to declassify secret files revealing what happened to Netaji?
negative, The stout defence of Modi by closet sanghis shows that he was voted for purely communal reasons. Because even asinine b
negative,"But spewing hate is considered as a skill in BJP IT Cell. So, Ashish Kaul can apply there with his strength"
negative, Money power is behind this idiotic serial propaganda that BJP in Tamil Nadu must join will illiterate Rajni. The owners of CNN
negative, PM Modi constituency stops power theft with underground cables - Times of India via
positive,Really this is height of abusive at end Mr Modi is PM of our country and for same we shld have respect
negative,India not safe in BJPs hands as nation cannot be built on divides Shas
negative, Controversial first-time MLA from Nowshera Ravinder Raina to head BJP in J&amp;K
negative,BJP should stop doing dirty politics through LG.
negative, deshmukh claim of % M voted bjp giving me sleepless nught
negative," JAMMU A popular BJP MLA from Nowshera constituency of Jammu and Kashmir, Ravinder Raina has been unanimously elected as St"
negative," Mr. Rahul Gandhi, before dreaming of becoming Indias PM, elain your secret British citizenship &amp; Bank account in the name o"
negative, BJP feels PM Narendra Modi's local play will boost seat tally by - Economic Times
negative,"As i'm a citizen of Mp,i know wht is the work done by the bjp govt. and i'm happy with it.,Stop spread"
negative," Mylapore Broker, Gurumurthy, Lie factory Madhu Kishwar &amp; Modi mouthpiece Rajiv Chandrasekar key speakers in event."
negative, Alternate route to Vaishno Devi shrine opened; Modi to inaugurate it on May
positive, India's Modi fights to capture southern Indian state - Reuters
positive," IT Sanghis in Bengaluru who support BJP and Modi are unbelievably dumb and have no clue that if BJP wins in KA, Bangalore w"
negative," . Modi visit successful, says Nepals PM Oli"
negative, Italian Meatballs.... RaGa claims his Mom was abused by Modi...LIAR... Sonia is the MOST ABUSIVE woman in Indian politics
negative,BJP should discard those leaders having connection with business people in Karnataka pr
negative," BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank, account NPA u1 via"
negative, India ready to be 'Sherpa' to help Nepal scale mountain of success PM Modi ji
positive, Homebuyers hold silent protest in Noida before inauguration of Magenta Metro line section by PM Modi -
negative," Insiders say going on current trends the Congress will fall short of a majority, the JDS will come into play and the"
positive, Badmouthing the army has now become a hobby for J&amp;K BJP.
negative,"APC LG congress Scheming, tension, manipulation characterised conduct in Gombe"
positive,Capt Amrinder Singh will not complete his year term as there is wide spread discomfort among nearly all Congres
negative," There is ONE representative in congress for roughly ,000 people. New England is only allotted total representativ"
negative, The massive Karnataka victory will give us the irresistible tailwind going all the way into the assembl
positive, Now go back to my /11 ee and nexus of Congress
positive,"Congress is a separate branch of government, in case you didnt know it, Donny. Interesting thats all he wants in the next months."
positive," Rt Dipanker Jammu BJP has a problem with the Army as well! They don't want justice to prevail in Kathua, they don't ca"
negative, PM Modi 'influencing' voters with Nepal visit Congress - Times of India
positive, No PM in our country has used the Office of the Prime Minister to say things about his opponent that Mr Modi has been do
negative," Narendra Modi visit successful, says Nepal's PM Oli - Hindustan Times"
negative,"no offense but like apple, like bjp?"
negative,First a defulting firm buys land near ammuntion depot and starts construction. When objected by Army the BJP leader
negative,Bjp is like dhoni cant predict can hit last ball six and win
negative,"The CBI is chargesheeting Allahabad Bank MD Usha Anananthasubramaniam in the Rs ,000-Cr Nirav Modi scam but is no"
positive,These are like ache din. You see it for some days and then gone. All national news channels showing BJP
negative,Country not safe in BJP's hands Tharoor  Unlike some of our other statesmen who just know
negative, How Prime Minister Narendra Modi is waging a war on reality - DailyO
negative,Good job pappu
negative,Very innovated and motivated massage from Nepal by Sh Narender Modi..No political party have such a s
negative,"CONGRESS / OPPOSITION / PAKISTAN &amp;MUSLIMS R restless , desperate n offensive sensing"
negative, We request Modiji to act against Defaulters and not the innocent employees of the company
negative,"Conductor Here, Thanks for Voting BJP. $NUMBER$U"
negative,/7 exit polls for bjp.. tammullu getting ready
positive,"In , a book named26/11  RSS ki Sazishwas released by Digvijay Singh. The book claims the RSS  ; BJP are behind /11"
negative,All Modi speeches should be preceded by a Statutory Warning:
negative,Prime Minister Rahul Gandhi should initiate an investigation against Mr. P Chidambram by ordering CBI ~ Defence Minis
negative,"Why not add BJP manifesto and Modi Jis biography from SATYUG to DWAPARYUG, he fought again"
negative,"Absolute must watch Ravish Kumar's lessons to Modi on history  ; his deliberate  ; repeated lies about Nehru, Bhagat Singh  ;"
positive,Modi tried his best to fulfil his promise of Rs.15 lakh to every Indian but anti-national Nehru didn't let
negative,PM KP Sharma Oli wears matching Kurta as he welcomes visiting Indian PM Narendra Modi a
positive,CPM chief Sitaram Yechury accuses Narendra Modi govt of keeping people 'away from reality' - Firstpost
negative,"There seems to have been a misunderstanding. The election results have not yet been announced and even if Congress wins, t"
